stop_id,stop_bench,stop_lighted,stop_sheltered
"1130","0","0","1"
"1134","0","0","1"
"1135","0","0","1"
"1136","0","0","1"
"1137","0","0","1"
"1138","0","0","1"
"1139","0","0","1"
"1140","0","0","1"
"1141","0","0","0"
"1143","0","0","1"
"1144","0","0","1"
"1146","0","0","0"
"1147","0","0","0"
"1148","0","0","1"
"1149","0","0","0"
"1150","0","0","1"
"1151","0","0","1"
"1152","0","0","1"
"1155","0","0","1"
"1156","0","0","1"
"1157","0","0","1"
"1158","0","0","1"
"1159","0","0","1"
"1160","0","0","1"
"1161","0","0","1"
"1163","0","0","1"
"1164","0","0","1"
"1165","0","0","1"
"1166","0","0","1"
"1167","0","0","1"
"1168","0","0","1"
"1169","0","0","1"
"1170","0","0","1"
"1171","0","0","1"
"1172","0","0","1"
"1173","0","0","1"
"1174","0","0","1"
"1175","0","0","1"
"1176","0","0","1"
"1177","0","0","1"
"1178","0","0","1"
"1179","0","0","1"
"1180","0","0","1"
"1181","0","0","1"
"1182","0","0","1"
"1183","0","0","1"
"1184","0","0","1"
"1185","0","0","0"
"1186","0","0","1"
"1187","0","0","0"
"1188","0","0","1"
"1189","0","0","1"
"1190","0","0","1"
"1191","0","0","1"
"1192","0","0","1"
"1193","0","0","1"
"1194","0","0","1"
"1195","0","0","1"
"1196","0","0","1"
"1197","0","0","1"
"1198","0","0","1"
"1199","0","0","1"
"1200","0","0","1"
"1201","0","0","1"
"1202","0","0","1"
"1203","0","0","1"
"1204","0","0","1"
"1205","0","0","1"
"1208","0","0","1"
"1209","0","0","1"
"1210","0","0","1"
"1211","0","0","0"
"1212","0","0","1"
"1213","0","0","1"
"1214","0","0","1"
"1216","0","0","1"
"1217","0","0","1"
"1218","0","0","1"
"1219","0","0","1"
"1220","0","0","1"
"1221","0","0","1"
"1222","0","0","1"
"1223","0","0","0"
"1224","0","0","0"
"1225","0","0","0"
"1226","0","0","0"
"1229","0","0","1"
"1230","0","0","1"
"1231","0","0","1"
"1232","0","0","1"
"1233","0","0","1"
"1234","0","0","1"
"1235","0","0","1"
"1236","0","0","1"
"1237","0","0","1"
"1238","0","0","1"
"1239","0","0","1"
"1240","0","0","1"
"1242","0","0","1"
"1243","0","0","1"
"1244","0","0","1"
"1245","0","0","0"
"1246","0","0","1"
"1247","0","0","0"
"1248","0","0","1"
"1251","0","0","1"
"1252","0","0","1"
"1253","0","0","1"
"1254","0","0","1"
"1255","0","0","1"
"1256","0","0","1"
"1257","0","0","1"
"1258","0","0","1"
"1259","0","0","1"
"1260","0","0","1"
"1261","0","0","1"
"1262","0","0","1"
"1263","0","0","1"
"1264","0","0","1"
"1265","0","0","1"
"1266","0","0","1"
"1267","0","0","1"
"1268","0","0","0"
"1269","0","0","1"
"1270","0","0","1"
"1273","0","0","1"
"1274","0","0","1"
"1275","0","0","1"
"1276","0","0","1"
"1277","0","0","1"
"1278","0","0","1"
"1279","0","0","1"
"1280","0","0","1"
"1281","0","0","1"
"1282","0","0","1"
"1283","0","0","1"
"1284","0","0","1"
"1285","0","0","0"
"1286","0","0","0"
"1287","0","0","1"
"1288","0","0","1"
"1289","0","0","1"
"1291","0","0","0"
"1292","0","0","1"
"1293","0","0","1"
"1294","0","0","1"
"1295","0","0","1"
"1296","0","0","1"
"1297","0","0","1"
"1298","0","0","1"
"1299","0","0","1"
"1300","0","0","1"
"1301","0","0","1"
"1302","0","0","1"
"1303","0","0","1"
"1304","0","0","1"
"1305","0","0","1"
"1306","0","0","1"
"1307","0","0","1"
"1308","0","0","1"
"1309","0","0","1"
"1310","0","0","1"
"1311","0","0","1"
"1312","0","0","1"
"1313","0","0","0"
"1314","0","0","1"
"1315","0","0","1"
"1316","0","0","1"
"1317","0","0","1"
"1318","0","0","1"
"1319","0","0","1"
"1320","0","0","1"
"1321","0","0","1"
"1322","0","0","1"
"1323","0","0","1"
"1324","0","0","1"
"1325","0","0","1"
"1326","0","0","1"
"1327","0","0","1"
"1328","0","0","1"
"1329","0","0","1"
"1330","0","0","1"
"1331","0","0","1"
"1333","0","0","1"
"1334","0","0","1"
"1335","0","0","1"
"1336","0","0","1"
"1337","0","0","0"
"1338","0","0","1"
"1339","0","0","1"
"1340","0","0","1"
"1341","0","0","1"
"1342","0","0","1"
"1343","0","0","1"
"1344","0","0","1"
"1345","0","0","1"
"1346","0","0","1"
"1347","0","0","1"
"1348","0","0","0"
"1349","0","0","0"
"1350","0","0","1"
"1351","0","0","1"
"1352","0","0","1"
"1353","0","0","1"
"1354","0","0","1"
"1355","0","0","1"
"1356","0","0","1"
"1358","0","0","1"
"1359","0","0","1"
"1360","0","0","1"
"1361","0","0","1"
"1362","0","0","1"
"1363","0","0","1"
"1364","0","0","1"
"1365","0","0","0"
"1366","0","0","1"
"1367","0","0","1"
"1368","0","0","1"
"1369","0","0","1"
"1370","0","0","1"
"1371","0","0","1"
"1372","0","0","1"
"1373","0","0","0"
"1374","0","0","1"
"1375","0","0","1"
"1376","0","0","1"
"1377","0","0","1"
"1378","0","0","1"
"1381","0","0","0"
"1382","0","0","1"
"1383","0","0","1"
"1384","0","0","1"
"1385","0","0","1"
"1386","0","0","1"
"1387","0","0","1"
"1388","0","0","1"
"1389","0","0","0"
"1390","0","0","1"
"1391","0","0","1"
"1392","0","0","1"
"1393","0","0","1"
"1394","0","0","1"
"1395","0","0","1"
"1396","0","0","1"
"1397","0","0","1"
"1398","0","0","1"
"1399","0","0","1"
"1401","0","0","1"
"1402","0","0","1"
"1403","0","0","1"
"1404","0","0","1"
"1405","0","0","1"
"1406","0","0","1"
"1407","0","0","1"
"1408","0","0","1"
"1409","0","0","1"
"1410","0","0","1"
"1411","0","0","1"
"1412","0","0","1"
"1413","0","0","1"
"1414","0","0","1"
"1416","0","0","0"
"1417","0","0","1"
"1418","0","0","0"
"1419","0","0","0"
"1420","0","0","1"
"1421","0","0","1"
"1422","0","0","1"
"1423","0","0","1"
"1424","0","0","1"
"1425","0","0","1"
"1426","0","0","1"
"1427","0","0","1"
"1428","0","0","1"
"1429","0","0","1"
"1430","0","0","1"
"1431","0","0","1"
"1432","0","0","1"
"1433","0","0","1"
"1434","0","0","0"
"1435","0","0","0"
"1436","0","0","1"
"1437","0","0","1"
"1438","0","0","1"
"1439","0","0","1"
"1440","0","0","1"
"1441","0","0","1"
"1442","0","0","1"
"1443","0","0","1"
"1444","0","0","1"
"1445","0","0","1"
"1446","0","0","1"
"1447","0","0","1"
"1449","0","0","1"
"1450","0","0","1"
"1451","0","0","0"
"1452","0","0","1"
"1453","0","0","1"
"1454","0","0","1"
"1455","0","0","1"
"1456","0","0","1"
"1457","0","0","1"
"1459","0","0","1"
"1460","0","0","1"
"1461","0","0","1"
"1462","0","0","1"
"1463","0","0","1"
"1464","0","0","1"
"1465","0","0","1"
"1466","0","0","1"
"1467","0","0","1"
"1468","0","0","1"
"1469","0","0","0"
"1470","0","0","1"
"1471","0","0","1"
"1472","0","0","0"
"1473","0","0","0"
"1474","0","0","1"
"1477","0","0","1"
"1480","0","0","1"
"1481","0","0","1"
"1483","0","0","1"
"1484","0","0","1"
"1485","0","0","1"
"1486","0","0","1"
"1487","0","0","1"
"1489","0","0","1"
"1490","0","0","1"
"1491","0","0","1"
"1492","0","0","1"
"1493","0","0","1"
"1494","0","0","1"
"1495","0","0","1"
"1496","0","0","1"
"1497","0","0","1"
"1498","0","0","0"
"1499","0","0","1"
"1500","0","0","1"
"1501","0","0","1"
"1502","0","0","1"
"1503","0","0","1"
"1504","0","0","1"
"1506","0","0","1"
"1507","0","0","0"
"1508","0","0","1"
"1509","0","0","1"
"1510","0","0","1"
"1511","0","0","1"
"1513","0","0","1"
"1514","0","0","1"
"1515","0","0","1"
"1516","0","0","1"
"1517","0","0","0"
"1518","0","0","1"
"1519","0","0","1"
"1520","0","0","1"
"1521","0","0","1"
"1522","0","0","1"
"1523","0","0","0"
"1524","0","0","1"
"1525","0","0","1"
"1526","0","0","1"
"1527","0","0","1"
"1528","0","0","1"
"1529","0","0","1"
"1530","0","0","1"
"1532","0","0","1"
"1533","0","0","1"
"1534","0","0","1"
"1535","0","0","0"
"1536","0","0","1"
"1537","0","0","1"
"1539","0","0","1"
"1540","0","0","1"
"1542","0","0","0"
"1543","0","0","1"
"1550","0","0","1"
"1551","0","0","1"
"1552","0","0","1"
"1553","0","0","1"
"1554","0","0","0"
"1555","0","0","1"
"1556","0","0","1"
"1560","0","0","1"
"1561","0","0","0"
"1563","0","0","1"
"1564","0","0","1"
"1566","0","0","1"
"1567","0","0","1"
"1568","0","0","1"
"1570","0","0","1"
"1571","0","0","1"
"1572","0","0","1"
"1573","0","0","1"
"1574","0","0","1"
"1578","0","0","0"
"1587","0","0","1"
"1588","0","0","1"
"1589","0","0","1"
"1590","0","0","1"
"1591","0","0","1"
"1595","0","0","1"
"1596","0","0","0"
"1603","0","0","1"
"1604","0","0","1"
"1605","0","0","1"
"1606","0","0","1"
"1608","0","0","0"
"1609","0","0","1"
"1610","0","0","1"
"1611","0","0","1"
"1612","0","0","1"
"1613","0","0","1"
"1614","0","0","0"
"1615","0","0","0"
"1616","0","0","1"
"1617","0","0","1"
"1618","0","0","1"
"1619","0","0","1"
"1622","0","0","1"
"1623","0","0","1"
"1625","0","0","1"
"1626","0","0","1"
"1629","0","0","1"
"1630","0","0","1"
"1631","0","0","1"
"1633","0","0","0"
"1634","0","0","1"
"1636","0","0","1"
"1637","0","0","1"
"1638","0","0","1"
"1640","0","0","0"
"1643","0","0","1"
"1644","0","0","1"
"1646","0","0","0"
"1647","0","0","1"
"1648","0","0","0"
"1649","0","0","0"
"1650","0","0","1"
"1651","0","0","0"
"1652","0","0","1"
"1653","0","0","0"
"1654","0","0","0"
"1655","0","0","0"
"1656","0","0","0"
"1657","0","0","0"
"1658","0","0","0"
"1660","0","0","0"
"1662","0","0","1"
"2002","0","0","1"
"2003","0","0","0"
"2005","0","0","1"
"2006","0","0","1"
"2007","0","0","1"
"2008","0","0","1"
"2009","0","0","1"
"2010","0","0","1"
"2011","0","0","1"
"2012","0","0","1"
"2013","0","0","1"
"2014","0","0","1"
"2015","0","0","1"
"2016","0","0","1"
"2017","0","0","1"
"2019","0","0","1"
"2020","0","0","1"
"2021","0","0","1"
"2022","0","0","0"
"2023","0","0","0"
"2024","0","0","0"
"2025","0","0","0"
"2026","0","0","0"
"2027","0","0","0"
"2028","0","0","0"
"2029","0","0","0"
"2030","0","0","0"
"2031","0","0","0"
"2032","0","0","1"
"2033","0","0","1"
"2034","0","0","1"
"2035","0","0","1"
"2036","0","0","0"
"2037","0","0","0"
"2038","0","0","1"
"2039","0","0","1"
"2040","0","0","1"
"2041","0","0","1"
"2042","0","0","1"
"2043","0","0","1"
"2044","0","0","1"
"2045","0","0","1"
"2046","0","0","1"
"2047","0","0","0"
"2048","0","0","0"
"2049","0","0","1"
"2050","0","0","1"
"2051","0","0","0"
"2052","0","0","1"
"2054","0","0","0"
"2055","0","0","1"
"2056","0","0","1"
"2057","0","0","1"
"2058","0","0","1"
"2059","0","0","1"
"2060","0","0","1"
"2061","0","0","1"
"2062","0","0","0"
"2063","0","0","1"
"2064","0","0","0"
"2065","0","0","1"
"2066","0","0","1"
"2067","0","0","0"
"2068","0","0","0"
"2070","0","0","0"
"2071","0","0","1"
"2072","0","0","1"
"2073","0","0","0"
"2074","0","0","1"
"2075","0","0","0"
"2076","0","0","1"
"2077","0","0","1"
"2079","0","0","1"
"2080","0","0","1"
"2081","0","0","0"
"2082","0","0","1"
"2083","0","0","0"
"2084","0","0","0"
"2085","0","0","1"
"2086","0","0","1"
"2088","0","0","1"
"2089","0","0","1"
"2091","0","0","1"
"2101","0","0","1"
"2102","0","0","1"
"2103","0","0","0"
"2104","0","0","0"
"2106","0","0","0"
"2114","0","0","1"
"2115","0","0","1"
"2121","0","0","0"
"2122","0","0","1"
"2123","0","0","1"
"2124","0","0","1"
"2125","0","0","0"
"2126","0","0","1"
"2127","0","0","0"
"2129","0","0","0"
"2201","0","0","1"
"2202","0","0","1"
"2203","0","0","1"
"2204","0","0","1"
"2205","0","0","1"
"2206","0","0","1"
"2207","0","0","0"
"2208","0","0","1"
"2209","0","0","1"
"2210","0","0","1"
"2211","0","0","1"
"2212","0","0","1"
"2213","0","0","1"
"2214","0","0","1"
"2215","0","0","1"
"2216","0","0","0"
"2217","0","0","1"
"2218","0","0","1"
"2219","0","0","1"
"2220","0","0","1"
"2221","0","0","1"
"2222","0","0","0"
"2223","0","0","1"
"2224","0","0","0"
"2225","0","0","1"
"2226","0","0","1"
"2227","0","0","1"
"2228","0","0","1"
"2229","0","0","1"
"2230","0","0","1"
"2231","0","0","1"
"2233","0","0","1"
"2234","0","0","1"
"2235","0","0","0"
"2236","0","0","0"
"2237","0","0","1"
"2238","0","0","1"
"2239","0","0","1"
"2240","0","0","1"
"2241","0","0","1"
"2242","0","0","0"
"2243","0","0","0"
"2244","0","0","1"
"2245","0","0","1"
"2248","0","0","0"
"2249","0","0","0"
"2250","0","0","0"
"2251","0","0","0"
"2252","0","0","0"
"2253","0","0","0"
"2254","0","0","1"
"2255","0","0","0"
"2257","0","0","1"
"2258","0","0","1"
"2260","0","0","1"
"2262","0","0","0"
"2263","0","0","1"
"2264","0","0","0"
"2267","0","0","0"
"2268","0","0","0"
"2271","0","0","1"
"2272","0","0","0"
"2303","0","0","1"
"2304","0","0","1"
"2305","0","0","1"
"2306","0","0","1"
"2307","0","0","1"
"2308","0","0","1"
"2309","0","0","1"
"2311","0","0","1"
"2312","0","0","1"
"2313","0","0","0"
"2314","0","0","1"
"2315","0","0","0"
"2316","0","0","1"
"2317","0","0","1"
"2319","0","0","1"
"2320","0","0","1"
"2321","0","0","0"
"2322","0","0","1"
"2323","0","0","1"
"2324","0","0","0"
"2326","0","0","0"
"2327","0","0","1"
"2328","0","0","1"
"2329","0","0","0"
"2330","0","0","1"
"2331","0","0","1"
"2332","0","0","1"
"2334","0","0","1"
"2335","0","0","1"
"2336","0","0","1"
"2337","0","0","1"
"2338","0","0","1"
"2339","0","0","1"
"2340","0","0","0"
"2341","0","0","0"
"2343","0","0","0"
"2344","0","0","0"
"2345","0","0","0"
"2346","0","0","1"
"2347","0","0","0"
"2348","0","0","0"
"2350","0","0","0"
"2351","0","0","1"
"2353","0","0","1"
"2359","0","0","1"
"2365","0","0","0"
"2366","0","0","0"
"2367","0","0","0"
"2372","0","0","1"
"2373","0","0","1"
"2374","0","0","0"
"2375","0","0","1"
"2376","0","0","1"
"2377","0","0","0"
"2401","0","0","1"
"2402","0","0","1"
"2403","0","0","1"
"2404","0","0","1"
"2405","0","0","1"
"2406","0","0","1"
"2407","0","0","1"
"2408","0","0","1"
"2409","0","0","1"
"2410","0","0","1"
"2411","0","0","1"
"2412","0","0","0"
"2413","0","0","0"
"2414","0","0","1"
"2415","0","0","1"
"2416","0","0","1"
"2417","0","0","1"
"2418","0","0","0"
"2419","0","0","0"
"2420","0","0","1"
"2421","0","0","0"
"2422","0","0","1"
"2423","0","0","0"
"2424","0","0","1"
"2425","0","0","1"
"2426","0","0","0"
"2427","0","0","0"
"2428","0","0","0"
"2429","0","0","0"
"2430","0","0","1"
"2431","0","0","1"
"2432","0","0","1"
"2434","0","0","0"
"2435","0","0","0"
"2436","0","0","0"
"2437","0","0","1"
"2438","0","0","0"
"2441","0","0","0"
"2448","0","0","1"
"2449","0","0","0"
"2451","0","0","1"
"2452","0","0","1"
"2453","0","0","0"
"2454","0","0","1"
"2455","0","0","0"
"2456","0","0","1"
"2457","0","0","0"
"2458","0","0","0"
"2501","0","0","0"
"2502","0","0","1"
"2503","0","0","1"
"2504","0","0","1"
"2505","0","0","1"
"2506","0","0","1"
"2507","0","0","0"
"2508","0","0","1"
"2509","0","0","1"
"2510","0","0","0"
"2511","0","0","0"
"2512","0","0","1"
"2513","0","0","1"
"2514","0","0","0"
"2515","0","0","0"
"2516","0","0","0"
"2517","0","0","0"
"2518","0","0","1"
"2519","0","0","0"
"2520","0","0","0"
"2521","0","0","1"
"2522","0","0","1"
"2523","0","0","1"
"2524","0","0","0"
"2525","0","0","0"
"2526","0","0","1"
"2529","0","0","0"
"2530","0","0","0"
"2534","0","0","0"
"2537","0","0","0"
"2538","0","0","1"
"2539","0","0","0"
"2540","0","0","1"
"2541","0","0","0"
"2542","0","0","1"
"2601","0","0","1"
"2602","0","0","1"
"2603","0","0","1"
"2604","0","0","1"
"2605","0","0","0"
"2606","0","0","1"
"2607","0","0","1"
"2608","0","0","0"
"2609","0","0","1"
"2610","0","0","1"
"2611","0","0","1"
"2612","0","0","1"
"2613","0","0","0"
"2614","0","0","1"
"2615","0","0","0"
"2616","0","0","1"
"2617","0","0","1"
"2618","0","0","0"
"2619","0","0","1"
"2620","0","0","0"
"2621","0","0","0"
"2622","0","0","0"
"2627","0","0","1"
"2628","0","0","0"
"2629","0","0","1"
"2630","0","0","1"
"2631","0","0","1"
"2632","0","0","0"
"2633","0","0","0"
"2634","0","0","0"
"2635","0","0","1"
"2637","0","0","1"
"2640","0","0","0"
"2641","0","0","0"
"2701","0","0","1"
"2702","0","0","1"
"2704","0","0","1"
"2705","0","0","1"
"2706","0","0","1"
"2707","0","0","1"
"2708","0","0","1"
"2709","0","0","1"
"2710","0","0","1"
"2711","0","0","1"
"2712","0","0","1"
"2713","0","0","1"
"2714","0","0","1"
"2715","0","0","1"
"2716","0","0","0"
"2717","0","0","0"
"2718","0","0","0"
"2719","0","0","1"
"2720","0","0","0"
"2721","0","0","1"
"2722","0","0","1"
"2723","0","0","0"
"2724","0","0","0"
"2725","0","0","0"
"2726","0","0","1"
"2727","0","0","1"
"2728","0","0","1"
"2729","0","0","0"
"2730","0","0","0"
"2731","0","0","0"
"2732","0","0","0"
"2733","0","0","0"
"2734","0","0","1"
"2749","0","0","1"
"2750","0","0","0"
"2751","0","0","1"
"2801","0","0","1"
"2803","0","0","1"
"2804","0","0","1"
"2805","0","0","1"
"2806","0","0","1"
"2807","0","0","1"
"2808","0","0","1"
"2809","0","0","1"
"2810","0","0","1"
"2811","0","0","1"
"2812","0","0","1"
"2813","0","0","1"
"2814","0","0","1"
"2815","0","0","1"
"2816","0","0","1"
"2817","0","0","1"
"2818","0","0","1"
"2819","0","0","1"
"2820","0","0","1"
"2821","0","0","1"
"2822","0","0","0"
"2824","0","0","0"
"2825","0","0","0"
"2826","0","0","0"
"2827","0","0","1"
"2829","0","0","0"
"2830","0","0","1"
"2831","0","0","1"
"2832","0","0","0"
"2833","0","0","1"
"2834","0","0","1"
"2836","0","0","0"
"2837","0","0","0"
"2838","0","0","1"
"2839","0","0","0"
"2840","0","0","1"
"2841","0","0","1"
"2842","0","0","1"
"2843","0","0","0"
"2844","0","0","1"
"2846","0","0","0"
"2847","0","0","1"
"2848","0","0","1"
"2851","0","0","0"
"2852","0","0","1"
"2853","0","0","0"
"2854","0","0","1"
"2855","0","0","0"
"2856","0","0","1"
"2857","0","0","0"
"2858","0","0","0"
"2859","0","0","0"
"2901","0","0","1"
"2902","0","0","1"
"2903","0","0","1"
"2904","0","0","1"
"2905","0","0","1"
"2906","0","0","1"
"2907","0","0","1"
"2908","0","0","1"
"2909","0","0","0"
"2911","0","0","1"
"2912","0","0","1"
"2913","0","0","1"
"2914","0","0","1"
"2915","0","0","1"
"2916","0","0","1"
"2917","0","0","0"
"2918","0","0","0"
"2919","0","0","1"
"2920","0","0","0"
"2921","0","0","0"
"2922","0","0","0"
"2923","0","0","1"
"2924","0","0","0"
"2925","0","0","1"
"2926","0","0","1"
"2927","0","0","0"
"2928","0","0","1"
"2930","0","0","0"
"2942","0","0","0"
"3001","0","0","1"
"3002","0","0","1"
"3003","0","0","1"
"3004","0","0","1"
"3005","0","0","1"
"3006","0","0","1"
"3007","0","0","1"
"3008","0","0","0"
"3009","0","0","1"
"3010","0","0","0"
"3011","0","0","0"
"3012","0","0","0"
"3013","0","0","1"
"3014","0","0","0"
"3015","0","0","0"
"3016","0","0","1"
"3017","0","0","0"
"3018","0","0","1"
"3019","0","0","0"
"3020","0","0","0"
"3021","0","0","1"
"3022","0","0","0"
"3023","0","0","0"
"3024","0","0","1"
"3025","0","0","0"
"3027","0","0","1"
"3028","0","0","1"
"3029","0","0","0"
"3032","0","0","1"
"3033","0","0","0"
"3034","0","0","0"
"3035","0","0","0"
"3036","0","0","0"
"3037","0","0","0"
"3038","0","0","0"
"3102","0","0","1"
"3103","0","0","1"
"3104","0","0","1"
"3105","0","0","0"
"3107","0","0","1"
"3108","0","0","1"
"3109","0","0","1"
"3110","0","0","1"
"3111","0","0","1"
"3112","0","0","0"
"3113","0","0","0"
"3114","0","0","0"
"3115","0","0","0"
"3116","0","0","1"
"3117","0","0","0"
"3119","0","0","1"
"3120","0","0","0"
"3121","0","0","0"
"3122","0","0","0"
"3123","0","0","0"
"3124","0","0","0"
"3125","0","0","1"
"3126","0","0","1"
"3127","0","0","1"
"3128","0","0","1"
"3129","0","0","1"
"3130","0","0","0"
"3131","0","0","0"
"3132","0","0","0"
"3133","0","0","0"
"3134","0","0","1"
"3135","0","0","1"
"3136","0","0","1"
"3137","0","0","1"
"3139","0","0","1"
"3141","0","0","0"
"3142","0","0","0"
"3143","0","0","0"
"3144","0","0","1"
"3145","0","0","0"
"3146","0","0","0"
"3159","0","0","0"
"3162","0","0","0"
"3165","0","0","0"
"3166","0","0","0"
"3201","0","0","0"
"3202","0","0","0"
"3203","0","0","1"
"3204","0","0","0"
"3205","0","0","0"
"3206","0","0","0"
"3207","0","0","0"
"3208","0","0","1"
"3209","0","0","1"
"3210","0","0","1"
"3211","0","0","1"
"3212","0","0","1"
"3213","0","0","1"
"3216","0","0","0"
"3217","0","0","1"
"3218","0","0","0"
"3219","0","0","0"
"3220","0","0","0"
"3221","0","0","0"
"3225","0","0","0"
"3245","0","0","1"
"3246","0","0","0"
"3248","0","0","0"
"3249","0","0","1"
"3250","0","0","1"
"3301","0","0","1"
"3302","0","0","1"
"3304","0","0","1"
"3305","0","0","1"
"3306","0","0","0"
"3307","0","0","1"
"3308","0","0","1"
"3309","0","0","1"
"3310","0","0","1"
"3311","0","0","1"
"3312","0","0","1"
"3313","0","0","1"
"3314","0","0","1"
"3315","0","0","1"
"3316","0","0","1"
"3317","0","0","1"
"3318","0","0","0"
"3319","0","0","0"
"3320","0","0","0"
"3321","0","0","0"
"3322","0","0","1"
"3323","0","0","0"
"3401","0","0","1"
"3402","0","0","0"
"3403","0","0","0"
"3404","0","0","1"
"3405","0","0","1"
"3406","0","0","0"
"3407","0","0","0"
"3408","0","0","1"
"3409","0","0","0"
"3410","0","0","0"
"3411","0","0","0"
"3412","0","0","0"
"3413","0","0","0"
"3414","0","0","0"
"3415","0","0","0"
"3416","0","0","0"
"3417","0","0","0"
"3418","0","0","0"
"3419","0","0","0"
"3500","0","0","0"
"3501","0","0","1"
"3502","0","0","1"
"3503","0","0","1"
"3504","0","0","1"
"3505","0","0","1"
"3506","0","0","1"
"3507","0","0","1"
"3508","0","0","0"
"3509","0","0","0"
"3510","0","0","0"
"3511","0","0","0"
"3512","0","0","0"
"3513","0","0","0"
"3514","0","0","0"
"3515","0","0","0"
"3516","0","0","0"
"3601","0","0","0"
"3602","0","0","1"
"3603","0","0","1"
"3604","0","0","1"
"3605","0","0","1"
"3606","0","0","0"
"3611","0","0","0"
"3612","0","0","0"
"3613","0","0","0"
"3614","0","0","0"
"3615","0","0","0"
"3616","0","0","0"
"3617","0","0","1"
"3705","0","0","1"
"3707","0","0","1"
"3708","0","0","1"
"3709","0","0","1"
"3710","0","0","0"
"3711","0","0","0"
"3712","0","0","0"
"3714","0","0","0"
"3715","0","0","1"
"3717","0","0","1"
"3723","0","0","0"
"3724","0","0","0"
"3732","0","0","1"
"3751","0","0","1"
"3752","0","0","1"
"3753","0","0","0"
"3754","0","0","1"
"3755","0","0","1"
"3756","0","0","1"
"3757","0","0","0"
"3758","0","0","0"
"3759","0","0","1"
"3760","0","0","0"
"3761","0","0","0"
"3762","0","0","1"
"3763","0","0","0"
"3764","0","0","0"
"3765","0","0","0"
"3766","0","0","1"
"3768","0","0","0"
"3769","0","0","1"
"3770","0","0","1"
"3771","0","0","0"
"3772","0","0","0"
"3801","0","0","1"
"3802","0","0","1"
"3803","0","0","1"
"3804","0","0","1"
"3805","0","0","1"
"3806","0","0","0"
"3807","0","0","0"
"3808","0","0","0"
"3809","0","0","0"
"3810","0","0","1"
"3811","0","0","0"
"3812","0","0","0"
"3814","0","0","1"
"3815","0","0","0"
"3816","0","0","1"
"3817","0","0","0"
"3851","0","0","1"
"3852","0","0","1"
"3853","0","0","1"
"3854","0","0","1"
"3855","0","0","1"
"3856","0","0","1"
"3857","0","0","1"
"3858","0","0","1"
"3859","0","0","1"
"3860","0","0","0"
"3861","0","0","0"
"3862","0","0","1"
"3863","0","0","1"
"3864","0","0","1"
"3865","0","0","0"
"3869","0","0","0"
"3880","0","0","0"
"3881","0","0","0"
"3901","0","0","1"
"3902","0","0","1"
"3903","0","0","1"
"3904","0","0","0"
"3905","0","0","1"
"3906","0","0","1"
"3907","0","0","1"
"3908","0","0","1"
"3909","0","0","0"
"3910","0","0","0"
"3911","0","0","0"
